name,npsn,level,status,accreditation,district,address,latitude,longitude
SD NEGERI TAMBAHMULYO 01,20316689,SD,NEGERI,A,Jakenan,Jln Jakenan - Winong  Km 06,-6.7742,111.1076
SD NEGERI TAMBAHMULYO 02,20316690,SD,NEGERI,B,Jakenan,Desa Tambahmulyo,-6.7717,111.1077
SD NEGERI TANJUNGSARI,20316676,SD,NEGERI,A,Jakenan,TANJUNGSARI,-6.7556,111.1631
SD NEGERI TLOGOREJO,20316627,SD,NEGERI,A,Jakenan,Tlogorejo RT 05 RW 02,-6.7630611,111.105704
SD NEGERI TONDOKERTO,20316631,SD,NEGERI,A,Jakenan,Tondokerto,-6.7702,111.134
SD NEGERI TONDOMULYO,20316630,SD,NEGERI,A,Jakenan,Tondomulyo,-6.7678,111.1133
SDIT KHADIJAH JAKENAN,70011327,SD,SWASTA,A,Jakenan,RT. 03 RW. 02,-7.0348,107.5624
SMP IT ROUDLATUL MUTTAQIN,69985122,SMP,SWASTA,B,Jakenan,Jl. Jakenan - Jaken Km. 04 Plosojenar Kec. Jakenan Kab. Pati,-6.7495,111.1774
SMP NEGERI 1 JAKENAN,20339114,SMP,NEGERI,A,Jakenan,"Jl Jakenan-Juwana,No. 24",-6.7588,111.155
SMP NEGERI 2 JAKENAN,20338985,SMP,NEGERI,A,Jakenan,Jl. Ds Glonggong,-6.7552,111.1261
MI AL HIDAYAH,60712229,SD,SWASTA,A,Pati,JL.TAMAN PAHLAWAN Desa Puri Rt.02 Rw.06 PATI,-6.7503,111.0249
MI AL KHOLIFAH,69956218,SD,SWASTA,B,Pati,Ds Ngepungrojo Desa Ngepungrojo Kec Pati,0.0,0.0
MI MANBAUL ULUM,60712230,SD,SWASTA,A,Pati,JL. RAYA PATI-JUANA KM. 07,-6.76969,111.040286
MI MUHAMMADIYAH,60712228,SD,SWASTA,A,Pati,TAMBAHARJO,-6.7224,111.0545
MTS Al Isti`anah Boarding School (MTs-IBS),69851407,SD,SWASTA,B,Pati,Jl. Ronggo Warsito Gang Nangka Rt.006/002,-6.7571,111.0271
MTS AL KHOLIFAH,20364086,SD,SWASTA,B,Pati,NGEPUNGROJO RT.04/RW.07 PATI,-6.7219,111.0743
MTS ISLAM PATI,20364085,SD,SWASTA,B,Pati,JL. KH WAHID HASYIM NO.3,-6.7549,111.0368
MTS MANBAUL ULUM,20364084,SD,SWASTA,B,Pati,JL. RAYA PATI JUWANA KM.07,-6.760158,111.035144
MTS WAHID HASYIM,20364087,SD,SWASTA,B,Pati,PATI,-6.7186,111.0543
SD HARAPAN BANGSA,20360118,SD,SWASTA,A,Pati,Jalan Supriyadi III RT 5/RW 4,-6.7551,111.0356
SD INTEGRAL HIDAYATULLAH,69824826,SD,SWASTA,A,Pati,JALAN NANAS RT 7/2 PLANGITAN,-6.756,111.0226
SD ISLAM AL AZHAR 48 PATI,69946898,SD,SWASTA,A,Pati,Jalan Al Azhar nomor 1 Desa Winong RT.03 RW. 07,-6.7368,111.0246
SD ISLAM AL HUDA,20317162,SD,SWASTA,B,Pati,Jln Raya Pati Tayu Km 04,-6.7142,111.0553
SD ISLAM KAUMAN,20317161,SD,SWASTA,A,Pati,Jl Kamandowo Gang Sunan Kalijaga No 87,-6.7539,111.0371
SD ISLAM TERPADU YAUMI FATIMAH,20330927,SD,SWASTA,A,Pati,Jl. P. Diponegoro No. 155 Pati,-6.7488,111.0439
SD KANISIUS PATI 01,20317268,SD,SWASTA,A,Pati,JL. P. SUDIRMAN NO 152 PATI,-6.7533,111.038
SD KANISIUS PATI 02,20317267,SD,SWASTA,A,Pati,Jln Panglima Sudirman No 152 Pati,-6.7533,111.0381
SD KRISTEN TERANG BAGI BANGSA,20354181,SD,SWASTA,A,Pati,JALAN PENJAWI NO. 29 B RANDUKUNING,-6.7483,111.0367
SD MUHAMMADIYAH,20340994,SD,SWASTA,A,Pati,JAL PATI KAYEN KM. 02,-6.7733,111.0367
SD NEGERI BLARU 02,20317056,SD,NEGERI,A,Pati,Jl Mr Iskandar Gang 3 Pati,-6.7617,111.0405
SD NEGERI DENGKEK 01,20317022,SD,NEGERI,A,Pati,Jl Ki Juru Mertani No.53,-6.7576,111.0551
SD NEGERI GAJAHMATI,20317114,SD,NEGERI,A,Pati,Jl Kiai Pupus No 85,-6.7611,111.0446
SD NEGERI GERITAN,20317134,SD,NEGERI,A,Pati,Jln Raya Pati - Juwana Km 2,-6.7511,111.0581
SD NEGERI KALIDORO,20316289,SD,NEGERI,A,Pati,Jl P Sudirman,-6.752,111.0498
SD NEGERI KUTOHARJO 03,20316384,SD,NEGERI,A,Pati,Jl Raya Pati Tayu Km 2,-6.7583,111.0435
SD NEGERI MULYOHARJO 01,20316146,SD,NEGERI,A,Pati,Jl. Pati - Tayu Km 3,-6.7281,111.0466
SD NEGERI MULYOHARJO 02,20316145,SD,NEGERI,B,Pati,JL. RAYA PATI - TAYU KM. 3,-6.7259,111.0433
SD NEGERI MUSTOKOHARJO,20316144,SD,NEGERI,A,Pati,Jalan Pati Gabus Km 1,-6.7376,111.051
SD NEGERI NGARUS 02,20316136,SD,NEGERI,A,Pati,Jl Kolonel Sugiyono 11 Pati,-6.7434,111.034
SD NEGERI NGEPUNGROJO 01,20316162,SD,NEGERI,A,Pati,Ngepungrojo,-6.7583,111.0571
SD NEGERI PANJUNAN 02,20316105,SD,NEGERI,A,Pati,Jalan Raya Pati - Kayen,-6.7668,111.0392
SD NEGERI PARENGGAN 01,20316104,SD,NEGERI,A,Pati,Jl. Diponegoro No. 143,-6.7577,111.0419
SD NEGERI PATI KIDUL 01,20316095,SD,NEGERI,A,Pati,Jl P Sudirman No 96,-6.7516,111.0321
SD NEGERI PATI KIDUL 03,20316097,SD,NEGERI,A,Pati,Jl. Syeh Jangkung 183,-6.7565,111.0305
SD NEGERI PATI KIDUL 05,20316099,SD,NEGERI,A,Pati,Jln Syeh Jangkung Gang V No 20 Pati,-6.7595,111.0363
SD NEGERI PATI LOR 01,20316101,SD,NEGERI,A,Pati,Jl. RA. Kartini No 22A Pati,-6.7517,111.0398
SD NEGERI PATI LOR 02,20316113,SD,NEGERI,A,Pati,Jl Ra Kartini No. 22b Pati,-6.7513,111.0397
SD NEGERI PATI LOR 05,20316131,SD,NEGERI,A,Pati,JALAN RA KARTINI NO: 22 E,-6.7507,111.04
SD NEGERI PATI WETAN 01,20316130,SD,NEGERI,A,Pati,Jl Tondonegoro No 7,-6.7519,111.0418
SD NEGERI PAYANG 03,20316122,SD,NEGERI,B,Pati,Payang,-6.727,111.0565
SD NEGERI PURI 02,20316227,SD,NEGERI,A,Pati,Jln Taman Pahlawan 17 Pati,-6.7513,111.0243
SD NEGERI PURI 03,20316226,SD,NEGERI,A,Pati,Jl Ronggowarsito No 2 PATI,-6.752,111.0273
SD NEGERI PURWOREJO 01,20316183,SD,NEGERI,A,Pati,Jl Pati Juwana Km 8 Pati,-6.7423,111.0851
SD NEGERI PURWOREJO 02,20330934,SD,NEGERI,A,Pati,Purworejo,-6.7291,111.0845
SD NEGERI SARIREJO 04,20316197,SD,NEGERI,A,Pati,Desa sarirejo Rt 04 / Rw I,-6.7464,111.0474
SD NEGERI SEMAMPIR,20316191,SD,NEGERI,B,Pati,Jl Roro Mendut No 2,-6.7566,111.0486
SD NEGERI SIDOHARJO,20316585,SD,NEGERI,A,Pati,Jl Ki Juru Mertani 18 Pati,-6.7543,111.053
SD NEGERI SIDOKERTO 01,20316584,SD,NEGERI,B,Pati,Jl Sunan Kalijogo No 396,-6.7525,111.0343
SD NEGERI SIDOKERTO 03,20316582,SD,NEGERI,A,Pati,Sidokerto,-6.7314,111.0604
SD NEGERI SINOMAN,20316575,SD,NEGERI,A,Pati,Sinoman,-6.7189,111.0982
SD NEGERI SUGIHARJO 02,20316543,SD,NEGERI,A,Pati,Jl. Raya Pati-Juwana Km. 4 Ds. Sugiharjo Kec. Pati,-6.7486,111.0683
SD NEGERI TAMBAHARJO 01,20316646,SD,NEGERI,A,Pati,Jl Raya Pati Tayu Km 04,-6.7204,111.0539
SD NEGERI TAMBAHARJO 02,20316672,SD,NEGERI,A,Pati,Jl.Pati- Tayu Km.4,-6.7323,111.0537
SD NEGERI TAMBAHSARI,20316688,SD,NEGERI,A,Pati,Tambahsari,-6.7263,111.066
SD NEGERI WIDOROKANDANG,20316427,SD,NEGERI,A,Pati,"Jl Raya Pati-Juana Km 4,5",-6.7407,111.0771
SD NEGERI WINONG 01,20316432,SD,NEGERI,A,Pati,Jl. Kolonel Sunandar Gang III,-6.7458,111.0302
SDIT NUR MADINAH,70012678,SD,SWASTA,A,Pati,RT 7 RW 1,-6.7345,111.0354
SDQT IBNU RUSLAN,70039987,SD,SWASTA,Belum Terakreditasi,Pati,Jl. Taman Makam Pahlawan,-6.7459,111.0218
SEKOLAH DASAR ISLAM TERPADU (SDIT) NURUL FIKRI,70053149,SD,SWASTA,Belum Terakreditasi,Pati,Desa Ngepungrojo Rt 4 Rw 1,0.0,0.0
SMP ISLAM AL AZHAR  46,69985146,SMP,SWASTA,B,Pati,Dk. NGAGUL RT 03 RW 07,-6.736798,111.024671
SMP KANISIUS PATI,20316509,SMP,SWASTA,A,Pati,Jl. P. Sudirman No.152,-6.7522,111.0353
SMP KRISTEN TERANG BAGI BANGSA,69948624,SMP,SWASTA,B,Pati,JL.PENJAWI NO 29 B,-6.7457,111.0382
SMP MUHAMMADIYAH 1 PATI,20338955,SMP,SWASTA,B,Pati,Jln Ra Kartini No 14,-6.756,111.069
SMP NASIONAL,20338963,SMP,SWASTA,C,Pati,Jl Kha Dahlan,-6.7387,111.0448
SMP NEGERI 1 PATI,20338974,SMP,NEGERI,A,Pati,Jl Pemuda No 287 Pati,-6.7541,111.046
SMP NEGERI 2 PATI,20338864,SMP,NEGERI,A,Pati,Jl. Ronggowarsito Gg. VII Pati 59113,-6.7562,111.027
SMP NEGERI 3 PATI,20338867,SMP,NEGERI,A,Pati,Jl Kol Sugiyono No 17 Pati,-6.7425417,111.0314955
SMP NEGERI 4 PATI,20338868,SMP,NEGERI,A,Pati,Jl.P.Sudirman No. 18 Pati,-6.7515,111.0267
SMP NEGERI 5 PATI,20338869,SMP,NEGERI,A,Pati,Jalan P. Sudirman,-6.751,111.0299
SMP NEGERI 6 PATI,20338870,SMP,NEGERI,A,Pati,Jl.kustin,-6.7327,111.0331
SMP NEGERI 7 PATI,20339113,SMP,NEGERI,A,Pati,Ds Mulyoharjo,-6.7321,111.0523
SMP NEGERI 8 PATI,20338941,SMP,NEGERI,A,Pati,Jl RA Kartini No 1,-6.7503,111.0379
MI MIFTAHUL HUDA,60712165,SD,SWASTA,B,Gabus,RT 002 RW 001,-6.819079,111.031487
MI SIROJUL HUDA,60712164,SD,SWASTA,A,Gabus,JL. PATI KAYEN KM. 11,-6.841,110.9955
MI TARBIYATUL ISLAMIYAH,60712163,SD,SWASTA,A,Gabus,TANJUNGANOM,-6.8368267,111.0637093
MTS ABADIYAH,69726363,SD,SWASTA,A,Gabus,DS.KURYOKALANGAN KEC GABUS,-6.832,111.0343
MTS MIFTAHUL HUDA,20364051,SD,SWASTA,A,Gabus,SUGIHREJO,-6.8219,111.0401
MTS NURUL KHOSYI`IN,20364050,SD,SWASTA,B,Gabus,JL PATI-KAYEN KM 7,-6.8182,111.0191
MTS TARBIYATUL ISLAMIYAH,20364049,SD,SWASTA,B,Gabus,JL. TANJUNGANOM - PONDOK KM 01,-6.8367,111.0635
MTS TUAN SOKOLANGU,20364048,SD,SWASTA,A,Gabus,MOJOLAWARAN,-6.8279,111.0373
SD IT LENTERA HATI,20364882,SD,SWASTA,A,Gabus,DESA TANJUNGANOM RT 01 RW 02,-6.828,111.0595
SD NEGERI BABALAN,20317236,SD,NEGERI,A,Gabus,Desa Babalan,-6.7964,111.0479
SD NEGERI BANJARSARI 01,20317035,SD,NEGERI,A,Gabus,Jl Pati Gabus Km 3,-6.7785,111.0555
SD NEGERI BANJARSARI 02,20317034,SD,NEGERI,A,Gabus,DESA BANJARSARI,-6.774,111.0575
SD NEGERI BOGOTANJUNG 01,20317052,SD,NEGERI,A,Gabus,Desa Bogotanjung,-6.8403,111.0246
SD NEGERI BOGOTANJUNG 02,20317280,SD,NEGERI,A,Gabus,Desa Bogotanjung,-6.8401,111.0241
SD NEGERI GABUS 01,20317259,SD,NEGERI,A,Gabus,Jl Gabus Tlogoayu,-6.8357,111.052
SD NEGERI GABUS 04,20317221,SD,NEGERI,A,Gabus,"Jl Gabus Tambakromo, Km.0",-6.806,111.052
SD NEGERI GEBANG,20317110,SD,NEGERI,A,Gabus,DESA GEBANG RT.03 RW.02,-6.8078,111.0301
SD NEGERI GEMPOLSARI 01,20317124,SD,NEGERI,A,Gabus,Jl Pati Gabus Km 5,-6.8278,111.0367
SD NEGERI KARABAN 01,20316285,SD,NEGERI,A,Gabus,Jl.pati-kayen Km.10,-6.838,111.005
SD NEGERI KORIPANDRIYO,20316362,SD,NEGERI,Belum Terakreditasi,Gabus,JLN PATI-GABUS KM 06,0.0,0.0
SD NEGERI KURYOKALANGAN 01,20316371,SD,NEGERI,Belum Terakreditasi,Gabus,Jl Gabus -tlogoayu Km 2,0.0,0.0
SD NEGERI KURYOKALANGAN 02,20316387,SD,NEGERI,A,Gabus,Ds Kuryokalangan,-6.8037,111.0361
SD NEGERI MINTOBASUKI 02,20316347,SD,NEGERI,A,Gabus,Ds.Mintobasuki,-6.8245,111.0345
SD NEGERI MOJOLAWARAN,20316335,SD,NEGERI,Belum Terakreditasi,Gabus,DESA MOJOLAWARAN,0.0,0.0
SD NEGERI PENANGGUNGAN,20316221,SD,NEGERI,A,Gabus,JL. GABUS-PATI KM.02,-6.8151,111.051
SD NEGERI PLOSOMALANG 01,20316214,SD,NEGERI,A,Gabus,Ds Kosekan Rt 1/1,-6.8364,111.0238
SD NEGERI PLOSOMALANG 02,20316213,SD,NEGERI,A,Gabus,Dk. PLOSOMALANG,-6.8148,111.0215
SD NEGERI PLUMBUNGAN,20316211,SD,NEGERI,A,Gabus,Desa Plumbungan,-6.8043,111.0437
SD NEGERI SAMBIREJO 01,20316186,SD,NEGERI,A,Gabus,DS. SAMBIREJO RT 02 RW 03 Kecamatan Gabus Kabupaten Pati,-6.8183,111.0251
SD NEGERI SOKO,20316598,SD,NEGERI,A,Gabus,Jalan Soko - Koripondriyo Km.1 Desa Soko 2/I,-6.7982,111.0653
SD NEGERI SUGIHREJO 01,20316540,SD,NEGERI,B,Gabus,Ds Sugihrejo,-6.8822,111.0419
SD NEGERI SUGIHREJO 02,20316542,SD,NEGERI,A,Gabus,Ds Sugihrejo Rt.1/5,-6.8299,111.0394
SD NEGERI SUGIHREJO 03,20316541,SD,NEGERI,B,Gabus,Ds Sugihrejo,-6.8193,111.0401
SD NEGERI SUNGGINGWARNO 01,20316670,SD,NEGERI,A,Gabus,Ds Sunggingwarno,-6.8136,111.062
SD NEGERI SUNGGINGWARNO 02,20316659,SD,NEGERI,A,Gabus,DESA SUNGGINGWARNO,-6.8123,111.0557
SD NEGERI TAMBAHMULYO 02,20330942,SD,NEGERI,A,Gabus,DESA TAMBAHMULYO,-6.823,111.0507
SD NEGERI TANJANG,20316683,SD,NEGERI,A,Gabus,Ds Tanjang,-6.792,111.0388
SD NEGERI TANJUNGANOM 01,20316682,SD,NEGERI,A,Gabus,Jl Gabus Winong Km 1,-6.8334,111.0586
SD NEGERI TANJUNGANOM 02,20316681,SD,NEGERI,A,Gabus,Ds Tanjung Anom,-6.8366,111.0633
SD NEGERI TLOGOAYU,20316610,SD,NEGERI,A,Gabus,Jl Pati Kayen Km 9,-6.8268,111.0158
SD NEGERI WUWUR 01,20316455,SD,NEGERI,A,Gabus,Ds.wuwur,-6.8427,110.9966
SMP NEGERI 1 GABUS,20338972,SMP,NEGERI,A,Gabus,Jl. Gabus - Tlogoayu Km. 01,-6.831,111.0475
SMP NEGERI 2 GABUS,20338982,SMP,NEGERI,A,Gabus,Jl. Raya Pati-Gabus Km.5,-6.7931,111.0601
SMP NU KARABAN,69867937,SMP,SWASTA,B,Gabus,JALAN RAYA PATI PURWODADI KM. 10 DS. KARABAN KEC. GABUS KAB. PATI,-6.822451,111.009813
MI MIFTAHUL ULUM,60712209,SD,SWASTA,B,Margorejo,JL. PATI - BANYUURIP KM.8,-6.7867,110.984
MI TERPADU AL MADANI,69977297,SD,SWASTA,B,Margorejo,JL. PATI-KUDUS KM 9,0.0,0.0
MIS MIFTAHUL HUDA,60712208,SD,SWASTA,A,Margorejo,SUKOBUBUK,-6.744,110.9538
MTS ISLAM,20364078,SD,SWASTA,B,Margorejo,JL. RAYA PATI-KUDUS KM.09,-6.7899,110.9752
MTS NURUL HIKMAH,20364076,SD,SWASTA,B,Margorejo,BANYUURIP,-6.7333,110.9836
MTSS AL-IKHLAS,20364077,SD,SWASTA,C,Margorejo,Desa Sukobubuk Rt 03 Rw 01,-6.7431,110.9527
SD ISLAM TERPADU  ABU BAKAR ASH SHIDIQ,20317165,SD,SWASTA,A,Margorejo,Jl. Soewondo No.1 Sekarkurung,-6.7425,111.0176
SD NEGERI BADEGAN 02,20317235,SD,NEGERI,A,Margorejo,Jl Raya Pati Kudus Km 4,-6.7641,111.0037
SD NEGERI BANYUURIP 02,20330928,SD,NEGERI,A,Margorejo,Jl Banyuurip Km 7,-6.7355,110.986
SD NEGERI BUMIREJO 01,20316996,SD,NEGERI,A,Margorejo,Ds Bumirejo,-6.7941,110.98
SD NEGERI BUMIREJO 02,20317287,SD,NEGERI,A,Margorejo,Ds Bumirejo,-6.7659,110.988
SD NEGERI DADIREJO 02,20317025,SD,NEGERI,A,Margorejo,Dadirejo,-6.7685,111.0284
SD NEGERI JAMBEAN 02,20317085,SD,NEGERI,A,Margorejo,Ds Jambean Kidul,-6.7781,110.9836
SD NEGERI JENGGOLO 03,20317095,SD,NEGERI,C,Margorejo,Pati,-6.7469,110.981
SD NEGERI JIMBARAN,20317090,SD,NEGERI,A,Margorejo,DESA JIMBARAN RT. 01 RW. II,-6.7433,110.9925
SD NEGERI LANGENHARJO 02,20316379,SD,NEGERI,A,Margorejo,Desa Langenharjo,-6.7783,111.0324
SD NEGERI LANGSE 02,20316374,SD,NEGERI,B,Margorejo,Ds Langse,-6.7604,110.9999
SD NEGERI MARGOREJO 02,20316316,SD,NEGERI,A,Margorejo,Ds Margorejo Rt 02 Rw 02,-6.7671,111.0108
SD NEGERI METARAMAN,20316349,SD,NEGERI,A,Margorejo,Ds.metaraman,-6.7423,111.0037
SD NEGERI MUKTIHARJO 01,20316149,SD,NEGERI,A,Margorejo,Muktiharjo,-6.7338,111.0138
SD NEGERI MUKTIHARJO 02,20316148,SD,NEGERI,A,Margorejo,Dk Muktisari Rt 05 Rw 02,-6.7368,111.0067
SD NEGERI NGAWEN 02,20316150,SD,NEGERI,A,Margorejo,Jalan Pati - Kudus Km 5,-6.775,110.9983
SD NEGERI PEGANDAN 01,20316120,SD,NEGERI,A,Margorejo,Desa Pegandan,-6.7678,110.9964
SD NEGERI PEGANDAN 02,20316119,SD,NEGERI,A,Margorejo,Jl Desa Pegandan Rt 3/2,-6.7674,110.9878
SD NEGERI PENAMBUHAN 01,20316132,SD,NEGERI,A,Margorejo,Ds Penambuhan,-6.7832,111.0195
SD NEGERI SOKOKULON 01,20316597,SD,NEGERI,B,Margorejo,Ds Sokokulon,-6.786,110.9927
SD NEGERI SOKOKULON 02,20316596,SD,NEGERI,A,Margorejo,Desa Sokokulon,-6.7775,110.9883
SD NEGERI SUKOBUBUK 01,20316538,SD,NEGERI,A,Margorejo,Ds Sukobubuk,-6.7445,110.9496
SD NEGERI SUKOHARJO 01,20316536,SD,NEGERI,A,Margorejo,Jln. Pati - Banyuurip km.4,-6.7537,111.01
SD NEGERI SUKOHARJO 03,20316552,SD,NEGERI,A,Margorejo,Jl.sudiyono,-6.7522,111.0141
SD NEGERI WANGUNREJO 01,20316439,SD,NEGERI,Belum Terakreditasi,Margorejo,Jl Raya Pati Kudus Km 8,0.0,0.0
SD Plus Abayasa Islamic School,70006703,SD,SWASTA,B,Margorejo,Dk. Cacah Rt. 6 Rw. 2,-6.7536,111.0128
SDIT PEMBINA  GENERUS,70007477,SD,SWASTA,A,Margorejo,Desa Langenharjo Rt 5 Rw 2,-6.7796,111.035
Sekolah Rakyat Menengah Pertama 12 Pati,70055394,SD,NEGERI,Belum Terakreditasi,Margorejo,"Jl. Soediono, Ds. Sukoharjo, Kec. Margorejo, Kab. Pati, Jawa Tengah",-6.7558,111.0157
SMP ISLAM AL IHSAN,20362747,SMP,SWASTA,B,Margorejo,"Jalan Raya Lingkar Ngawen, Desa Ngawen RT 05 RW 02",-6.7848,111.2316
SMP IT INSAN MULIA,20348743,SMP,SWASTA,B,Margorejo,Jalan Soewondo No 1,-6.7424,111.0149
SMP IT ITTIHADUL MUWAHIDIN,20338952,SMP,SWASTA,B,Margorejo,Jl. Raya Pati - Kudus km. 6 Pati,-6.7605,110.9943
SMP NEGERI 1 MARGOREJO,20338962,SMP,NEGERI,A,Margorejo,"Ds.Langenharjo, Kec. Margorejo, Kab. Pati, Prov. Jawa Tengah",-6.7786,111.0319
SMP NEGERI 2 MARGOREJO,20338863,SMP,NEGERI,A,Margorejo,Jalan Desa Badegan,-6.7674,111.0047
SMP QT AL AKROM BANYUURIP,70002838,SMP,SWASTA,B,Margorejo,Jl. Raya Banyuurip,-6.7531835,110.9518154
MI AL HIDAYAH,69726190,SD,SWASTA,A,Gembong,Dukuh Bengkal Rt 01 Rw 06,-6.7094,110.9435
MI ASSALAMIYYAH,69993391,SD,SWASTA,B,Gembong,DS BERMI RT 003 RW 005 KEC GEMBONG,-6.7276,110.9502
MI HIDAYATUL ISLAM,69727152,SD,SWASTA,B,Gembong,DS.GEMBONG KEC GEMBONG,-6.7032,110.9446
MI IANATUL ISLAM,69726189,SD,SWASTA,A,Gembong,Jl. Gembong - Argojembangan KM 3 Pl,-6.695,110.9329
MI KHOIRIYAH,69726187,SD,SWASTA,A,Gembong,DS.SITI LUHUR KEC GEMBONG,-6.7087,110.9692
MI MANBAUL ULUM,60712166,SD,SWASTA,B,Gembong,BERMI - GEMBONG - PATI,-6.7222,110.9483
MI MATHOLIUL HUDA,69726197,SD,SWASTA,A,Gembong,DK. POSONO RT.01 RW.07 DS. KLAKAHKASIHAN KEC. GEMBONG KAB. PATI,-6.6543,110.9435
MI MATHOLIUL ULUM,69726185,SD,SWASTA,A,Gembong,DS WONOSEKAR KEC GEMBONG,-6.6952,110.9709
MI MIFTAHUL HUDA,69726194,SD,SWASTA,A,Gembong,Rt. 01 Rw. 03,-6.7187,110.9552
MI MIFTAHUL ULUM,60712167,SD,SWASTA,B,Gembong,JL. RAYA PATI GEMBONG KM. 12,-6.7072,110.9496
MI NURUL MA`ARIF,69977296,SD,SWASTA,A,Gembong,DS. SEMIREJO RT.01 RW.03 KEC. GEMBONG KAB. PATI,0.0,0.0
MI PIM MUJAHIDIN,60712169,SD,SWASTA,A,Gembong,Dk. Randu RT 02 RW 01 Ds. Bageng Kec. Gembong Kab. Pati,-6.6937,110.942
MI RAUDLATUL FALAH,60712168,SD,SWASTA,A,Gembong,BORO SITILUHUR GEMBONG,-6.6457,110.9494
MI TAHFIDZUL QURAN,69727500,SD,SWASTA,A,Gembong,DS.BERMI KEC GEMBONG,-6.724,110.9504
MI TARBIYATUL ATHFAL,60712170,SD,SWASTA,A,Gembong,DK. KENDIL RT. 03 RW. 03 DS. KLAKAHKASIHAN,-6.6767,110.9492
MI TARBIYATUL ISLAMIYAH,69727494,SD,SWASTA,B,Gembong,DS.KLAKAHKASIHAN KEC GEMBONG,-6.7219,110.9508
MI TARBIYATUS SIBYAN,69727151,SD,SWASTA,A,Gembong,DS.KETANGGAN KEC GEMBONG,-6.7077,110.9694
MI THORIQOTUL HUDA,69726198,SD,SWASTA,B,Gembong,KLAKAHKASIHAN RT:04/RW:05,-6.6589,110.9332
MTS AL MA`ARIF,20364055,SD,SWASTA,A,Gembong,RT.04 RW.02,-6.7037,110.9451
MTS KHOIRIYAH,20364056,SD,SWASTA,B,Gembong,JL. PATI GN. ROWO KM 14 SITILUHUR,-6.6612,110.9732
MTS MANBAUL ULUM,20364054,SD,SWASTA,B,Gembong,Jl Raya Bermi - Gembong Km 01,-6.6462,110.9482
MTS MATHOLIUL - HUDA,20364060,SD,SWASTA,B,Gembong,Desa Posono Klakahkasihan Kecamatan Gembong Kabupaten Pati,-6.6543,110.9433
MTS PIM MUJAHIDIN,20364053,SD,SWASTA,A,Gembong,RT.02 RW.01,-6.6947,110.9423
MTS RAUDLATUL FALAH,20364057,SD,SWASTA,B,Gembong,BORO RT. 04/04,-6.6457,110.9496
MTS TARBIYATUL ISLAMIYAH,20364058,SD,SWASTA,B,Gembong,KLAKAHKASIHAN,-6.6709,110.9566
MTS TARBIYATUS SIBYAN,20364059,SD,SWASTA,B,Gembong,KETANGGAN GEMBONG PATI,-6.6753,110.9701
MTS TERPADU MUWAHIDUN,20364061,SD,SWASTA,A,Gembong,JL. MURIA GANG 08 NO.705,-6.7111,110.9423
MTS THORIQOTUL HUDA,69726395,SD,SWASTA,C,Gembong,DS.KLAKAHKASIHAN KEC GEMBONG,-6.659,110.9332
MTSN 3 PATI,20364052,SD,NEGERI,A,Gembong,JL. PATI GEMBONG KM 10,-6.7028,110.972
SD NEGERI BAGENG 01,20317214,SD,NEGERI,A,Gembong,Bageng,-6.6962,110.9447
SD NEGERI BAGENG 02,20317067,SD,NEGERI,A,Gembong,Ds Bageng Rt 2/3,-6.6898,110.9406
SD NEGERI BERMI 02,20317057,SD,NEGERI,A,Gembong,Ds Bermi,-6.7235,110.9501
SD NEGERI BERMI 03,20331988,SD,NEGERI,B,Gembong,Ds Bermi Rt 1/10,-6.7186364,110.9282999
SD NEGERI GEMBONG 01,20317108,SD,NEGERI,A,Gembong,Ds Gembong,-6.7051,110.9447
SD NEGERI GEMBONG 03,20317106,SD,NEGERI,B,Gembong,Ds Gembong Rt 2/6,-6.6926,110.9416
SD NEGERI GEMBONG 04,20317105,SD,NEGERI,A,Gembong,Jalan Raya Pati-Gembong Km. 12,-6.7359,110.9556
SD NEGERI JOLONG 01,20317088,SD,NEGERI,B,Gembong,PTPN IX Kebun Jollong,-6.6535,110.9339
SD NEGERI KEDUNGBULUS 02,20316274,SD,NEGERI,A,Gembong,Kedungbulus Rt 3/2,-6.7135,110.9799
SD NEGERI KETANGGAN 02,20316243,SD,NEGERI,B,Gembong,Ds Ketanggan,-6.675,110.9725
SD NEGERI KLAKAHKASIHAN 01,20316366,SD,NEGERI,B,Gembong,Dk Domo,-6.6683,110.9521
SD NEGERI KLAKAHKASIHAN 02,20331990,SD,NEGERI,A,Gembong,Dukuh Geger,-6.6568,110.9225
SD NEGERI PLUKARAN 01,20330933,SD,NEGERI,A,Gembong,Ds Plukaran Rt 2/2,-6.6937,110.9339
SD NEGERI PLUKARAN 02,20316212,SD,NEGERI,B,Gembong,Jln. Gembong-Argojembangan,-6.6588,110.9148
SD NEGERI POHGADING,20316209,SD,NEGERI,A,Gembong,POHGADING,-6.6906,110.9596
SD NEGERI SEMIREJO 02,20316188,SD,NEGERI,A,Gembong,Dk. Randangan Rt.1/4,-6.7079,110.9912
SD NEGERI SITILUHUR 02,20316605,SD,NEGERI,A,Gembong,Jln Ki Ageng Loko Joyo,-6.6594,110.9667
SD NEGERI WONOSEKAR,20316442,SD,NEGERI,B,Gembong,Jl Pati Gembong Km 9,-6.7078,110.9798
SMP ISLAM RAUDLATUL FALAH,20338970,SMP,SWASTA,A,Gembong,Jl Raya Gembong Bermi Km 1 Pati 59162,-6.7041,110.9332
